965	43
966	43
967	43
968	43
969	43
970	44
971	44
972	43
973	44
974	43
975	43
976	43
977	43
978	43
979	43
980	43
981	43
982	43
983	43
984	43
985	43
986	44
987	45
988	45
989	45
990	45
991	44
992	44
993	45
994	44
995	44
996	44
997	44
998	44
999	44
