0	1
1	2
2	2
3	3
4	2
5	3
6	4
7	3
8	3
9	4
10	5
11	5
12	4
13	5
14	5
15	6
16	6
17	5
18	6
19	6
20	6
21	6
22	6
23	7
24	7
25	6
26	6
27	7
28	8
29	8
30	8
31	8
32	8
33	8
34	9
35	8
36	9
37	9
38	9
39	9
40	9
41	10
42	9
43	9
44	9
45	9
46	9
47	9
48	9
49	9
50	10
51	10
52	11
53	10
54	10
55	10
56	10
57	10
58	10
59	11
60	11
61	11
62	11
63	11
64	11
65	12
66	11
67	12
68	12
69	11
70	11
71	12
72	12
73	13
74	12
75	11
76	12
77	12
78	12
79	13
80	12
81	13
82	13
83	12
84	12
85	12
86	12
87	12
88	13
89	13
90	13
91	14
92	13
93	13
94	13
95	14
96	14
97	13
98	14
99	14
100	14
101	14
102	13
103	14
104	14
105	14
106	15
107	14
108	15
109	14
110	14
111	14
112	14
113	14
114	15
115	15
116	14
117	14
118	15
119	15
120	15
121	15
122	15
123	16
124	16
125	16
126	15
127	15
128	16
129	15
130	16
131	16
132	16
133	16
134	16
135	16
136	17
137	16
138	16
139	16
140	16
141	17
142	17
143	18
144	17
145	16
146	16
147	16
148	17
149	17
150	17
151	18
152	17
153	17
154	18
155	17
156	18
157	17
158	17
159	17
160	18
161	18
162	17
163	18
164	18
165	19
166	17
167	18
168	17
169	18
170	18
171	18
172	18
173	18
174	18
175	18
176	18
177	19
178	18
179	19
180	18
181	18
182	18
183	18
184	18
185	18
186	19
187	18
188	18
189	19
190	20
191	19
192	19
193	19
194	19
195	20
196	19
197	19
198	19
199	19
200	19
201	20
202	21
203	19
204	19
205	20
206	19
207	20
208	20
209	20
210	21
211	21
212	20
213	21
214	20
215	20
216	20
217	20
218	20
219	21
220	21
221	21
222	21
223	21
224	20
225	20
226	21
227	20
228	20
229	21
230	21
231	21
232	21
233	22
234	21
235	21
236	21
237	21
238	22
239	22
240	21
241	21
242	21
243	21
244	21
245	22
246	21
247	21
248	21
249	22
250	22
251	21
252	22
253	22
254	22
255	23
256	22
257	22
258	22
259	22
260	22
261	22
262	22
263	23
264	23
265	22
266	22
267	23
268	22
269	22
270	22
271	22
272	22
273	23
274	24
275	23
276	23
277	24
278	25
279	24
280	24
281	24
282	24
283	23
284	23
285	24
286	23
287	23
288	23
289	23
290	23
291	23
292	24
293	23
294	24
295	23
296	23
297	24
298	23
299	24
300	24
301	24
302	24
303	24
304	24
305	25
306	24
307	24
308	24
309	25
310	24
311	25
312	25
313	25
314	25
315	24
316	25
317	25
318	24
319	25
320	24
321	25
322	25
323	25
324	26
325	25
326	25
327	25
328	25
329	26
330	26
331	25
332	26
333	25
334	26
335	26
336	25
337	25
338	25
339	25
340	26
341	25
342	25
343	25
344	25
345	26
346	25
347	26
348	27
349	26
350	26
351	26
352	27
353	26
354	26
355	26
356	26
357	26
358	26
359	26
360	26
361	26
362	27
363	26
364	26
365	26
366	26
367	26
368	26
369	26
370	26
371	26
372	26
373	26
374	26
375	27
376	27
377	27
378	27
379	28
380	28
381	28
382	27
383	27
384	27
385	27
386	27
387	28
388	27
389	27
390	27
391	27
392	27
393	27
394	28
395	27
396	28
397	27
398	27
399	28
400	27
401	27
402	27
403	28
404	29
405	29
406	29
407	28
408	28
409	29
410	28
411	28
412	28
413	28
414	28
415	28
416	28
417	28
418	28
419	29
420	28
421	28
422	29
423	28
424	28
425	28
426	28
427	29
428	28
429	29
430	28
431	28
432	29
433	30
434	29
435	29
436	30
437	30
438	30
439	30
440	29
441	29
442	29
443	29
444	29
445	29
446	29
447	29
448	29
449	30
450	29
451	29
452	29
453	29
454	30
455	30
456	30
457	30
458	30
459	29
460	30
461	30
462	30
463	29
464	30
465	30
466	31
467	31
468	30
469	30
470	31
471	30
472	30
473	30
474	30
475	30
476	30
477	30
478	31
479	30
480	31
481	30
482	30
483	31
484	30
485	30
486	31
487	31
488	31
489	30
490	31
491	31
492	30
493	31
494	31
495	32
496	32
497	31
498	32
499	32
500	31
501	31
502	32
503	31
504	31
505	32
506	32
507	31
508	32
509	31
510	31
511	31
512	31
513	32
514	31
515	32
516	31
517	32
518	32
519	31
520	31
521	31
522	32
523	31
524	31
525	32
526	32
527	33
528	33
529	32
530	32
531	32
532	32
533	32
534	33
535	33
536	33
537	32
538	32
539	33
540	32
541	32
542	32
543	32
544	32
545	32
546	32
547	32
548	32
549	33
550	33
551	33
552	32
553	32
554	32
555	32
556	33
557	33
558	33
559	34
560	33
561	33
562	34
563	34
564	34
565	33
566	33
567	33
568	33
569	33
570	33
571	34
572	34
573	33
574	33
575	34
576	34
577	33
578	33
579	34
580	34
581	33
582	34
583	33
584	33
585	34
586	33
587	34
588	34
589	35
590	34
591	33
592	33
593	34
594	35
595	34
596	34
597	34
598	34
599	34
600	34
601	34
602	34
603	34
604	34
605	34
606	34
607	35
608	34
609	35
610	34
611	34
612	34
613	34
614	34
615	34
616	34
617	34
618	34
619	34
620	34
621	34
622	35
623	35
624	36
625	35
626	35
627	35
628	35
629	35
630	35
631	35
632	35
633	36
634	36
635	36
636	35
637	35
638	35
639	35
640	35
641	35
642	35
643	35
644	35
645	35
646	35
647	35
648	36
649	35
650	35
651	35
652	35
653	35
654	35
655	36
656	36
657	35
658	36
659	36
660	35
661	35
662	36
663	36
664	36
665	36
666	36
667	37
668	37
669	37
670	37
671	36
672	37
673	36
674	37
675	37
676	36
677	36
678	36
679	36
680	36
681	36
682	36
683	36
684	36
685	36
686	36
687	36
688	36
689	36
690	37
691	36
692	36
693	37
694	36
695	36
696	36
697	37
698	36
699	37
700	36
701	37
702	37
703	38
704	38
705	38
706	38
707	37
708	37
709	37
710	38
711	37
712	38
713	38
714	39
715	38
716	37
717	37
718	37
719	37
720	38
721	37
722	38
723	38
724	38
725	38
726	37
727	37
728	37
729	37
730	37
731	37
732	37
733	37
734	37
735	37
736	38
737	37
738	38
739	38
740	38
741	39
742	39
743	39
744	39
745	39
746	38
747	38
748	38
749	38
750	38
751	38
752	38
753	38
754	38
755	38
756	38
757	38
758	38
759	38
760	38
761	38
762	39
763	39
764	39
765	39
766	38
767	38
768	38
769	38
770	38
771	38
772	38
773	39
774	39
775	38
776	38
777	39
778	39
779	39
780	39
781	39
782	40
783	39
784	39
785	39
786	39
787	39
788	39
789	40
790	39
791	39
792	39
793	39
794	39
795	39
796	39
797	39
798	39
799	39
800	39
801	40
802	39
803	40
804	39
805	40
806	39
807	39
808	39
809	39
810	39
811	39
812	39
813	39
814	39
815	39
816	40
817	40
818	40
819	40
820	41
821	41
822	40
823	41
824	40
825	40
826	40
827	41
828	40
829	40
830	40
831	41
832	40
833	40
834	40
835	40
836	41
837	40
838	40
839	40
840	40
841	40
842	40
843	41
844	40
845	41
846	40
847	40
848	40
849	40
850	40
851	41
852	40
853	40
854	41
855	40
856	41
857	41
858	41
859	41
860	41
861	41
862	41
863	42
864	41
865	41
866	41
867	41
868	41
869	41
870	42
871	41
872	41
873	41
874	41
875	42
876	41
877	42
878	41
879	41
880	41
881	42
882	41
883	41
884	41
885	41
886	42
887	42
888	41
889	41
890	41
891	41
892	42
893	41
894	41
895	41
896	41
897	41
898	42
899	42
900	42
901	42
902	42
903	43
904	42
905	42
906	43
907	42
908	42
909	42
910	42
911	42
912	42
913	42
914	43
915	42
916	42
917	42
918	42
919	43
920	42
921	42
922	42
923	42
924	43
925	44
926	44
927	42
928	42
929	42
930	42
931	42
932	42
933	43
934	42
935	42
936	42
937	43
938	42
939	42
940	42
941	42
942	42
943	43
944	43
945	43
946	43
947	44
948	43
949	43
950	43
951	43
952	43
953	43
954	43
955	44
956	43
957	44
958	43
959	43
960	43
961	43
962	43
963	43
964	43
